FrameCounter,Timestamp,LedState,Region0R,Region1G
1,8210.722368,2,0.0156514575991945,0.0530546937172867
4,8210.7608,2,0.0156058725719019,0.052395045627763
7,8210.799264,2,0.016226295561472,0.0527931623212489
10,8210.837728,2,0.0161475088410725,0.0522490648324411
13,8210.876192,2,0.0161399711593942,0.0519219051825987
16,8210.914656,2,0.0160934887890445,0.0514284311972599
19,8210.95312,2,0.0160583129412124,0.0510921565121668
22,8210.991584,2,0.0159954989272264,0.0505742822786186
25,8211.030016,2,0.0159682196982953,0.050429142871166
28,8211.06848,2,0.0159730653508028,0.0502218809926975
31,8211.106944,2,0.0159902943374961,0.0500401412129307
34,8211.145408,2,0.0159465039963173,0.0496981170440642
37,8211.183872,2,0.0159281981979557,0.0495612512839929
40,8211.222336,2,0.0159138407090446,0.0493732010952065
43,8211.2608,2,0.0159041494040296,0.0494033508271894
46,8211.299264,2,0.0159136612404332,0.0493786701163569
49,8211.337728,2,0.0159084566507029,0.0495451246831649
52,8211.37616,2,0.0158939196931805,0.0495953274926992
55,8211.414624,2,0.0159154559265471,0.0498191366659304
58,8211.453088,2,0.0159048672784752,0.0495873343079409
61,8211.491552,2,0.0158725629284252,0.0494350431035994
64,8211.530016,2,0.0158553339417319,0.0491707070813307
67,8211.56848,2,0.0158226706544592,0.048999204187307
70,8211.606944,2,0.015826260026687,0.0490080387599345
73,8211.645408,2,0.015816568721672,0.0489606405766312
76,8211.68384,2,0.0158153124413923,0.048916888407428
79,8211.722304,2,0.015791622584689,0.0487716087686639
82,8211.760768,2,0.0157896484299637,0.0484989990990138
85,8211.799232,2,0.0157813928738398,0.0484286029806165
88,8211.837696,2,0.0157616513265871,0.0481864235055724
91,8211.87616,2,0.0157778035016121,0.0482653737339742
94,8211.914624,2,0.0157609334521416,0.0482094214406664
97,8211.953088,2,0.0157268344159777,0.0481559933109664
100,8211.99152,2,0.015754652050743,0.0481106985973363
103,8212.029984,2,0.0157054776512225,0.0479087655087066
106,8212.068448,2,0.0157338336918219,0.0478856273423011
109,8212.106912,2,0.0157356283779358,0.0478156519178385
112,8212.145408,2,0.0157022472162175,0.047667988346778
115,8212.18384,2,0.015698298906767,0.0477727411365047
118,8212.222304,2,0.0157182199226311,0.0476584526175927
121,8212.260768,2,0.0157266549473663,0.047662098631693
124,8212.2992,2,0.0157171431109628,0.0478235048712852
127,8212.337664,2,0.0157650612302035,0.048361993107631
130,8212.376128,2,0.0158316440850286,0.049626458843863
133,8212.414592,2,0.015904328872641,0.0511096854261104
136,8212.453056,2,0.0159775520660875,0.0524812878843653
139,8212.49152,2,0.0160574155981554,0.0533690923177782
142,8212.529984,2,0.0160882841993143,0.0537798298293034
145,8212.568416,2,0.0160904378226509,0.0539612891464471
148,8212.60688,2,0.0160942066634901,0.0539213232226558
151,8212.645408,2,0.0160809259862473,0.05387280318886
154,8212.683808,2,0.0160728498987348,0.0537987610563625
157,8212.722272,2,0.0160545441003732,0.0536589504387487
160,8212.760736,2,0.0160532878200935,0.0534069547718962
163,8212.7992,2,0.0160466474814721,0.0531677201543947
166,8212.837664,2,0.0160064465125211,0.0528593515002997
169,8212.876128,2,0.0159990882994541,0.0524647405896026
172,8212.91456,2,0.0159484781510426,0.0521302889115596
175,8212.953024,2,0.0159386073774162,0.0518815185648728
178,8212.991488,2,0.0159247882943393,0.0515720280602854
181,8213.029952,2,0.0159265829804532,0.051360699473782
184,8213.068416,2,0.0158993037515221,0.0511838677899195
187,8213.10688,2,0.0158960733165171,0.0510467215672251
190,8213.145344,2,0.0158799211414922,0.0508393194574451
193,8213.183808,2,0.0158556928789547,0.0505679718695989
196,8213.22224,2,0.0158549750045092,0.0503521558811259
199,8213.260704,2,0.0158314646164173,0.0501907496415337
202,8213.299168,2,0.015847975728665,0.0500031201466819
205,8213.337632,2,0.0158065184794342,0.0496906847845521
208,8213.376096,2,0.0158219527800137,0.0495660191485856
211,8213.41456,2,0.0157869564007929,0.0492502182349786
214,8213.453024,2,0.0157952119569168,0.0492607355833447
217,8213.491488,2,0.0157598566404732,0.0491018535073604
220,8213.52992,2,0.0157652406988149,0.0491151754819575
223,8213.568384,2,0.0157442428712824,0.049000746731734
226,8213.606848,2,0.0157675737907629,0.0489555922494154
229,8213.645312,2,0.0157580619543593,0.0490052341337035
232,8213.683776,2,0.0157815723424512,0.049065954291604
235,8213.72224,2,0.0157996986722015,0.0491845899811739
238,8213.760704,2,0.0158027496385951,0.0492388594987432
241,8213.799168,2,0.0157923404591346,0.0493614216650365
244,8213.837632,2,0.0157923404591346,0.0494881907706762
247,8213.876064,2,0.0157799571249487,0.0495082438482277
250,8213.914528,2,0.015811005194719,0.0497859018450935
253,8213.952992,2,0.0157848027774562,0.0497190115094849
256,8213.991456,2,0.0158009549524812,0.049862748603822
259,8214.029888,2,0.0158066979480456,0.0499198227476222
262,8214.068352,2,0.0158145945669467,0.04997577504093
265,8214.106784,2,0.0158142356297239,0.0498509691736519
268,8214.145248,2,0.015772239974659,0.0497577153514722
271,8214.183712,2,0.0158043648560976,0.0495792008918711
274,8214.222176,2,0.0157925199277459,0.0494929586352689
277,8214.26064,2,0.0157959298313623,0.0494954827988767
280,8214.299104,2,0.0157912636474662,0.0493689941558601
283,8214.337568,2,0.0157849822460676,0.0492885013830313
286,8214.376032,2,0.0157919815219118,0.0491436424382018
289,8214.414496,2,0.0157648817615921,0.0491698656934614
292,8214.452928,2,0.015748191180733,0.0490144894002657
295,8214.491392,2,0.0157209119518019,0.0488282622185295
298,8214.529856,2,0.0157078107431705,0.0486172140946491
301,8214.56832,2,0.0156956068775961,0.0484816104163818
304,8214.606784,2,0.0156895049448089,0.0484126166111
307,8214.645248,2,0.015672455426727,0.0483155765435085
310,8214.683712,2,0.015663661464769,0.0482028305690236
313,8214.722144,2,0.0156564827203134,0.0482815003348023
316,8214.760608,2,0.0156781984222914,0.048335910083683
319,8214.799072,2,0.0156819672631306,0.0484008371809299
322,8214.837536,2,0.0156740706442295,0.0484016785687992
325,8214.876,2,0.015694171128705,0.0483488113643455
328,8214.914464,2,0.0156711991464473,0.0482230238778866
331,8214.952928,2,0.0156641998706031,0.0481140641488135
334,8214.991392,2,0.0156374590475062,0.0479962698471128
337,8215.029856,2,0.0156320749891646,0.0479515360587289
340,8215.068288,2,0.015644278854739,0.0482314377565795
343,8215.106752,2,0.0157210914204133,0.0484434674996407
346,8215.145216,2,0.0156948890031506,0.0487338865458574
349,8215.18368,2,0.0157331158173763,0.0490760509460355
352,8215.222144,2,0.0157483706493444,0.0490565587937303
355,8215.260608,2,0.0157539341762974,0.0491645369036225
358,8215.299072,2,0.0157393972187749,0.0489705969997511
361,8215.337536,2,0.0157424481851685,0.0489766269461477
364,8215.375968,2,0.015712656395678,0.0489150654003779
367,8215.414432,2,0.0157205530145791,0.04879208254015
370,8215.452896,2,0.0156902228192545,0.0486786354091073
373,8215.491392,2,0.0156633025275462,0.0484754402386737
376,8215.529824,2,0.0156381769219518,0.0480959743096237
379,8215.568288,2,0.0156247167760977,0.0478744088373773
382,8215.606752,2,0.0155651331971167,0.0476468134187342
385,8215.645216,2,0.0155579544526611,0.0475350490634301
388,8215.68368,2,0.0155075237728609,0.047360881774487
391,8215.722112,2,0.0155374950309628,0.0471837696280014
394,8215.760576,2,0.0155217017931606,0.0470323198115291
397,8215.79904,2,0.015531572566787,0.0470418555407144
400,8215.837504,2,0.0155200865756581,0.0469065323250702
403,8215.875968,2,0.0155059085553584,0.0468815711516146
406,8215.914432,2,0.0155010629028509,0.0467341880431772
409,8215.952864,2,0.0155017807772965,0.0466705230277342
412,8215.991392,2,0.0154892179744993,0.0464151618094046
415,8216.029792,2,0.0155050112123015,0.0463719705654477
418,8216.068256,2,0.015468758552801,0.0461711593273104
421,8216.10672,2,0.0154678612097441,0.0461331566418808
424,8216.145184,2,0.0154779114519818,0.0460453718408515
427,8216.183648,2,0.0154689380214124,0.0460170451159187
430,8216.222112,2,0.0154585288419519,0.0460927700241548
433,8216.260576,2,0.0154788087950388,0.0462172954288098
436,8216.299008,2,0.0154919100036701,0.0463679038574128
439,8216.337504,2,0.0154727068622516,0.0464687301704161
442,8216.375936,2,0.0155016013086851,0.0463812258320099
445,8216.4144,2,0.0155123694253684,0.0463990352085765
448,8216.452864,2,0.0154804240125413,0.0462543164950586
451,8216.491392,2,0.0154732452680857,0.0460707537082417
454,8216.529792,2,0.0154811418869868,0.045849889392553
457,8216.568224,2,0.0154509911602735,0.0456844164449259
460,8216.606688,2,0.0154278397094044,0.0453763282534541
463,8216.645152,2,0.015403611446867,0.0452666673678232
466,8216.683616,2,0.0153949969535203,0.0451347097036562
469,8216.72208,2,0.0153783063726612,0.0452421268883023
472,8216.760544,2,0.0153799215901637,0.0452675087556925
475,8216.799008,2,0.015393920141852,0.0452698926879888
478,8216.837472,2,0.0153890744893445,0.0453133643945688
481,8216.875936,2,0.0153942790790748,0.0452159036330427
484,8216.9144,2,0.0154002015432506,0.0451872964454868
487,8216.952832,2,0.0153792037157181,0.0451100289928237
490,8216.991296,2,0.0153853056485053,0.0450467846713153
493,8217.02976,2,0.0153747170004334,0.0450114463808051
496,8217.068224,2,0.0153339776256482,0.0450207016473673
499,8217.106688,2,0.015334336562871,0.0448664472046641
502,8217.145152,2,0.0153106467061677,0.0446943833853942
505,8217.183616,2,0.0153163897017321,0.0445391473235101
508,8217.222048,2,0.0153499503320618,0.0446532956111105
511,8217.260512,2,0.0154025346351986,0.0447196250214729
514,8217.298976,2,0.0153951764221317,0.044672086606858
517,8217.33744,2,0.0153725633770968,0.044619920558962
520,8217.375904,2,0.0153542575787351,0.0445485428213839
523,8217.414368,2,0.0153488735203935,0.0444833352615139
526,8217.452832,2,0.0153215942914624,0.0443021564069933
529,8217.491296,2,0.0153321829395343,0.0442261510361341
532,8217.529728,2,0.0153517450181757,0.0442554593802477
535,8217.568192,2,0.0153330802825913,0.0442150727625218
538,8217.606656,2,0.0153221326972966,0.0442240475664609
541,8217.64512,2,0.0153171075761777,0.0441916541334932
544,8217.683584,2,0.0152934177194744,0.0442175969261297
547,8217.722048,2,0.0153034679617122,0.0442309189007267
550,8217.760512,2,0.0153063394594944,0.0443352509965188
553,8217.798976,2,0.0153325418767571,0.0443857342686762
556,8217.83744,2,0.015321414822851,0.044451923447727
559,8217.875872,2,0.0153075957397741,0.0442933218343658
562,8217.914336,2,0.0153307471906432,0.0443666628103056
565,8217.9528,2,0.0153180049192346,0.0443116921361786
568,8217.991264,2,0.0152980839033705,0.0442586847004133
571,8218.029696,2,0.0153206969484055,0.0442975287737122
574,8218.06816,2,0.0153361312489849,0.0443438051065232
577,8218.106592,2,0.0153122619236702,0.0442358269966309
580,8218.145056,2,0.0153348749687052,0.0442630318710713
583,8218.183552,2,0.015302929555878,0.0441551939924906
586,8218.221984,2,0.0153066983967172,0.0442370890784349
589,8218.260448,2,0.0152733172349989,0.0441905322830008
592,8218.298912,2,0.0152745735152786,0.0441357018401854
595,8218.337376,2,0.0152603954949789,0.0440859197245857
598,8218.37584,2,0.0152871363180758,0.0440344548332474
601,8218.414304,2,0.0152742145780558,0.0439880382691249
604,8218.452768,2,0.0152494479096842,0.0439919647458483
607,8218.4912,2,0.0152343725463276,0.0438629519392237
610,8218.529664,2,0.0152605749635903,0.0437431943991614
613,8218.568128,2,0.0152415512907831,0.0436849984048688
616,8218.606592,2,0.0152476532235703,0.0436983203794659
619,8218.645056,2,0.0152510631271867,0.0437633877080244
622,8218.68352,2,0.0152684715824914,0.0439326469010633
625,8218.721952,2,0.0152842648202936,0.0437531508222814
628,8218.760416,2,0.0153022116814324,0.0437628267827782
631,8218.79888,2,0.0153147744842296,0.0436273633358224
634,8218.837344,2,0.0153402590270468,0.0435463096377475
637,8218.875808,2,0.0153598211056882,0.0434365085208051
640,8218.914272,2,0.015377767966827,0.0434369292147397
643,8218.952736,2,0.0153522834240098,0.0434833457788622
