FrameCounter,Timestamp,LedState,Region0R,Region1G
3,8210.748,1,0.00491672207760043,0.011622791795066
6,8210.786464,1,0.00545835834677105,0.0122356026265325
9,8210.824928,1,0.00541169650781003,0.0120819091090754
12,8210.863424,1,0.00542354143616167,0.0120061842008393
15,8210.901824,1,0.00541277331947836,0.0118917554506158
18,8210.940288,1,0.00539554433278506,0.0117945751517127
21,8210.978752,1,0.00538962186860923,0.0116840728782126
24,8211.017216,1,0.00539069868027757,0.0115908190560329
27,8211.05568,1,0.00538585302777008,0.0115479082746991
30,8211.094144,1,0.00537705906581204,0.0115201424750125
33,8211.132608,1,0.00537311075636149,0.011462226943343
36,8211.17104,1,0.00537113660163622,0.0113773869998563
39,8211.209504,1,0.00534385737270516,0.0113217151691715
42,8211.247968,1,0.00534654940187599,0.0112823101706264
45,8211.286432,1,0.00534044746908878,0.0112096703512444
48,8211.324896,1,0.00532537210573214,0.0111593273103985
51,8211.363424,1,0.0053212443276702,0.0110674758013343
54,8211.401824,1,0.00531227089710077,0.0110540135954257
57,8211.440288,1,0.00532788466629158,0.0109538884389801
60,8211.47872,1,0.00531065567959828,0.0109084534940384
63,8211.517184,1,0.00530939939931856,0.0108157605971049
66,8211.555648,1,0.00530688683875912,0.0107854706338105
69,8211.594112,1,0.00527512089454335,0.0107735509723289
72,8211.632576,1,0.0052867863542836,0.0107282562586987
75,8211.67104,1,0.00527727451788001,0.0106923570429423
78,8211.709504,1,0.00529073466373415,0.0106549152827589
81,8211.747968,1,0.00527099311648141,0.0106226620811028
84,8211.7864,1,0.00528786316595193,0.0106320575789765
87,8211.824864,1,0.00526345543480309,0.010582836388623
90,8211.863328,1,0.00527996654705084,0.010563905161564
93,8211.901792,1,0.00526830108731058,0.0105528268879517
96,8211.940256,1,0.0052711725850928,0.0105606798413984
99,8211.97872,1,0.00526201968591198,0.0105589970656598
102,8212.017184,1,0.00526848055592197,0.0105494613364745
105,8212.055648,1,0.00526399384063726,0.0105128609641604
108,8212.09408,1,0.00525484094145644,0.0105282864084307
111,8212.132544,1,0.00525322572395394,0.0104836928513583
114,8212.171008,1,0.00527332620842946,0.0105061298612061
117,8212.209472,1,0.00525968659396393,0.0105460957849974
120,8212.247936,1,0.00526130181146643,0.0105190311418685
123,8212.2864,1,0.00526632693258531,0.0105099161066179
126,8212.324864,1,0.00527099311648141,0.0104907044169357
129,8212.363328,1,0.00525627669034755,0.0104675662505302
132,8212.40176,1,0.00524586751088702,0.0104604144536413
135,8212.440224,1,0.00524066292115675,0.010443726927567
138,8212.478688,1,0.00525950712535254,0.0104755594352885
141,8212.517152,1,0.00525825084507282,0.0104581707526565
144,8212.555616,1,0.00525466147284505,0.0104790652180772
147,8212.59408,1,0.00525735350201588,0.0104587316779027
150,8212.632544,1,0.00526058393702088,0.0104793456807003
